CUE,CUEAnexo,Comun,Especial,Adultos,Artistica,Hospitalaria,Intercultural,Carcelaria
2200573,220057300,1,,,,,,
2200574,220057400,1,,,,,,
2200574,220057401,1,,,,,,
2200575,220057500,1,,,,,,
2200576,220057600,1,,1,,,,
2200576,220057604,1,,,,,,
2200577,220057700,,1,,,,,
2200577,220057701,,1,,,,,
2200578,220057800,1,,,,,,
2200579,220057900,1,,,,,,
2200579,220057902,1,,,,,,
2200579,220057904,1,,,,,,
2200580,220058000,1,,,,,1,
2200581,220058100,1,,,,,1,
2200583,220058300,1,,,,,,
2200583,220058301,1,,,,,,
2200584,220058400,1,,,,,1,
2200585,220058500,1,,,,,,
2200586,220058600,1,,1,,,1,
2200587,220058700,1,,1,,,1,
2200587,220058701,1,,,,,,
2200588,220058800,1,,,,,,
2200589,220058900,1,,,,,,
2200589,220058901,1,,,,,,
2200590,220059000,1,,1,,,1,
2200591,220059100,1,,,,,,
2200591,220059102,1,,,,,,
2200592,220059200,1,,,,,,
2200593,220059300,1,,,,,,
2200594,220059400,1,,1,,,,
2200595,220059500,1,,,,,,
2200596,220059600,1,,1,,,,
2200597,220059700,1,,,,,,
2200597,220059701,1,,,,,,
2200599,220059900,1,,,,,,
2200600,220060000,1,,,,,,
2200602,220060200,1,,,,,,
2200603,220060300,1,1,,,,,
2200603,220060301,1,,,,,,
2200603,220060302,1,,,,,,
2200603,220060303,1,,,,,,
2200603,220060304,1,,,,,,
2200603,220060305,1,,,,,,
2200605,220060500,1,,,,,,
2200605,220060501,1,,,,,,
2200606,220060600,1,,,,,,
2200607,220060700,,1,,,,,
2200608,220060800,,,1,,,,
2200608,220060802,,,1,,,,
2200608,220060804,,,1,,,,
2200608,220060805,,,1,,,,
2200608,220060806,,,1,,,,
2200608,220060810,,,1,,,,
2200608,220060811,,,1,,,,
2200613,220061300,1,,,,,,
2200615,220061500,1,,,,,,
2200616,220061600,1,,,,,,
2200617,220061700,1,,,,,,
2200618,220061800,1,,,,,,
2200620,220062000,1,,,,,,
2200621,220062100,1,,,,,,
2200622,220062200,,1,,,,,
2200622,220062202,,1,,,,,
2200622,220062203,,1,,,,,
2200623,220062300,1,,,,,,
2200625,220062500,1,,,,,,
2200627,220062700,1,,,,,,
2200628,220062800,1,,,,,,
2200629,220062900,1,,,,,,
2200630,220063000,,,1,,,,
2200630,220063001,,,1,,,,1
2200630,220063002,,,1,,,,
2200630,220063003,,,1,,,,
2200630,220063004,,,1,,,,1
2200630,220063005,,,1,,,,
2200631,220063100,1,,1,,,,
2200631,220063101,1,,,,,,
2200631,220063103,1,,,,,,
2200632,220063200,1,,,,,,
2200633,220063300,1,,,,,,
2200635,220063500,1,,,,,,
2200636,220063600,1,,,,,,
2200637,220063700,1,,,,,,
2200639,220063900,1,,,,,,
2200639,220063901,1,,,,,,
2200640,220064000,1,,,,,,
2200640,220064001,1,,,,,,
2200642,220064200,1,,,,,,
2200642,220064201,1,,,,,,
2200643,220064300,1,,,,,,
2200644,220064400,1,,,,,,
2200644,220064401,1,,,,,,
2200644,220064402,1,,,,,,
2200645,220064500,1,,,,,,
2200650,220065000,1,,,,,,
2200651,220065100,,1,,,,,
2200652,220065200,1,,1,,,,
2200653,220065300,1,,,,,,
2200653,220065301,1,,,,,,
2200654,220065400,1,,,,,,
2200655,220065500,1,,,,,,
2200656,220065600,1,,,,,,
2200657,220065700,1,,,,,,
2200657,220065701,1,,,,,,
2200658,220065800,1,,,,,,
2200659,220065900,1,,1,,,,
2200661,220066100,1,,,,,,
2200661,220066101,1,,,,,,
2200662,220066200,1,,,,,,
2200663,220066300,1,,,,,,
2200664,220066400,1,,,,,,
2200664,220066402,1,,,,,,
2200665,220066500,1,,,,,,
2200666,220066600,1,,,,,,
2200667,220066700,1,,,,,,
2200668,220066800,1,,,,,,
2200669,220066900,,,1,,,,
2200669,220066902,,,1,,,,
2200669,220066903,,,1,,,,
2200670,220067000,1,,,,,,
2200671,220067100,1,,,,,,
2200671,220067101,1,,,,,,
2200672,220067200,1,,,,,,
2200673,220067300,1,,,,,,
2200674,220067400,1,,,,,,
2200675,220067500,1,,,,,,
2200675,220067501,1,,,,,1,
2200676,220067600,1,,,,,,
2200676,220067602,1,,,,,,
2200677,220067700,1,,,,,,
2200678,220067800,1,,,,,,
2200679,220067900,1,,,,,,
2200680,220068000,1,,,,,,
2200681,220068100,1,,,,,,
2200682,220068200,1,,,,,,
2200683,220068300,1,,,,,,
2200684,220068400,1,,1,,,,
2200684,220068401,1,,,,,,
2200685,220068500,1,,,,,,
2200686,220068600,,1,,,,,
2200687,220068700,1,,,,,,
2200688,220068800,1,,,,,,
2200690,220069000,1,,,,,,
2200691,220069100,1,,,,,,
2200692,220069200,1,,,,,,
2200693,220069300,,,1,,,,
2200694,220069400,1,,,,,,
2200695,220069500,1,,,,,,
2200696,220069600,1,,,,,,
2200697,220069700,1,,,,,,
2200697,220069701,1,,,,,,
2200698,220069800,1,,,,,,
2200699,220069900,1,,,,,,
2200700,220070000,1,,,,,,
2200702,220070200,1,,,,,,
2200703,220070300,1,,,,,,
2200704,220070400,1,,,,,,
2200705,220070500,1,,,,,,
2200707,220070700,1,,,,,,
2200708,220070800,1,,,,,,
2200709,220070900,1,,,,,,
2200710,220071000,1,,,,,,
2200711,220071100,1,,,,,,
2200712,220071200,1,,,,,,
2200713,220071300,1,,,,,,
2200716,220071600,1,,,,,,
2200717,220071700,1,,,,,,
2200718,220071800,1,,,,,,
2200720,220072000,1,,,,,,
2200720,220072002,1,,,,,,
2200721,220072100,1,,,,,,
2200722,220072200,1,,,,,,
2200723,220072300,,,1,,,,
2200723,220072301,,,1,,,,
2200723,220072304,,,1,,,,
2200723,220072305,,,1,,,,
2200724,220072400,,,1,,,,
2200724,220072402,,,1,,,,
2200724,220072405,,,1,,,,
2200724,220072407,,,1,,,,1
2200724,220072408,,,1,,,,1
2200724,220072409,,,1,,,,
2200725,220072500,1,,,,,,
2200726,220072600,1,,,,,,
2200727,220072700,1,,,,,,
2200730,220073000,1,,,,,,
2200733,220073300,1,,,,,,
2200736,220073600,1,,,,,,
2200736,220073601,1,,,,,,
2200736,220073602,1,,,,,,
2200737,220073700,1,,,,,,
2200738,220073800,1,,,,,,
2200739,220073900,1,,,,,,
2200740,220074000,1,,,,,,
2200741,220074100,1,,,,,,
2200742,220074200,,1,,,,,
2200743,220074300,1,,,,,,
2200744,220074400,1,,,,,,
2200745,220074500,1,,,,,,
2200745,220074501,1,,,,,,
2200746,220074600,1,,,,,,
2200749,220074900,1,,,,,,
2200751,220075100,1,,,,,,
2200752,220075200,1,,,,,,
2200752,220075201,1,,,,,,
2200754,220075400,1,,,,,,
2200755,220075500,1,,,,,,
2200755,220075501,1,,,,,,
2200758,220075800,1,,,,,,
2200759,220075900,1,,,,,,
2200760,220076000,1,,,,,,
2200761,220076100,1,,,,,,
2200762,220076200,1,,,,,,
2200763,220076300,1,,,,,,
2200764,220076400,1,,,,,,
2200765,220076500,1,,,,,,
2200766,220076600,,1,,,,,
2200767,220076700,1,,,,,,
2200768,220076800,1,,,,,,
2200769,220076900,1,,,,,,
2200770,220077000,1,,,,,,
2200771,220077100,1,,,,,,
2200772,220077200,1,,,,,,
2200773,220077300,1,,,,,,
2200775,220077500,1,,,,,,
2200776,220077600,1,,,,,,
2200777,220077700,1,,,,,,
2200778,220077800,1,,,,,,
2200779,220077900,1,,,,,,
2200779,220077901,1,,,,,,
2200780,220078000,1,,,,,,
2200781,220078100,1,,,,,,
2200782,220078200,1,,,,,,
2200783,220078300,1,,,,,,
2200783,220078301,1,,,,,,
2200784,220078400,1,,,,,,
2200785,220078500,1,,,,,,
2200786,220078600,1,,,,,,
2200787,220078700,1,,,,,,
2200788,220078800,1,,,,,,
2200789,220078900,1,,,,,,
2200790,220079000,1,,,,,,
2200793,220079300,1,,,,,,
2200794,220079400,1,,,,,,
2200795,220079500,1,,,,,,
2200796,220079600,,,1,,,,
2200798,220079800,,,1,,,,
2200799,220079900,1,,,,,,
2200800,220080000,1,,,,,,
2200801,220080100,1,,,,,,
2200802,220080200,1,,1,,,,
2200803,220080300,1,,,,,,
2200804,220080400,1,,,,,,
2200807,220080700,1,,,,,,
2200808,220080800,1,,,,,,
2200809,220080900,1,,,,,,
2200810,220081000,1,,,,,,
2200811,220081100,1,,,,,,
2200812,220081200,1,,,,,,
2200813,220081300,1,,,,,,
2200814,220081400,1,,,,,,
2200815,220081500,1,,,,,,
2200816,220081600,1,,,,,,
2200817,220081700,1,,,,,,
2200818,220081800,1,,,,,,
2200819,220081900,1,,,,,,
2200821,220082100,,,1,,,,
2200821,220082102,,,1,,,,
2200821,220082103,,,1,,,,
2200821,220082106,,,1,,,,
2200821,220082108,,,1,,,,1
2200821,220082109,,,1,,,,
2200822,220082200,1,,,,,,
2200823,220082300,,,1,,,,
2200823,220082306,,,1,,,,
2200823,220082307,,,1,,,,
2200824,220082400,1,,,,,,
2200824,220082401,1,,,,,,
2200824,220082402,1,,,,,,
2200824,220082403,1,,,,,,
2200825,220082500,1,,,,,,
2200825,220082501,1,,1,,,,
2200826,220082600,1,,,,,,
2200828,220082800,,1,,,,,
2200829,220082900,1,,,,,,
2200830,220083000,,1,,,,,
2200831,220083100,,,1,,,,
2200831,220083104,,,1,,,,
2200832,220083200,,,1,,,,
2200832,220083202,,,1,,,,
2200832,220083203,,,1,,,,
2200832,220083205,,,1,,,,
2200834,220083400,1,,,,,,
2200835,220083500,1,,,,,,
2200837,220083700,1,,,,,,
2200838,220083800,1,,,,,,
2200839,220083900,1,,,,,,
2200840,220084000,1,,,,,,
2200842,220084200,1,,,,,,
2200843,220084300,1,,,,,,
2200844,220084400,1,,1,,,,
2200845,220084500,1,,,,,,
2200846,220084600,1,,,,,,
2200846,220084601,1,,,,,,
2200847,220084700,1,,,,,,
2200849,220084900,1,,,,,,
2200849,220084901,1,,,,,,
2200849,220084902,1,,,,,,
2200849,220084903,1,,,,,,
2200850,220085000,1,,,,,,
2200851,220085100,1,,,,,,
2200854,220085400,1,,,,,,
2200855,220085500,1,,,,,,
2200856,220085600,1,,,,,1,
2200857,220085700,1,,,,,,
2200857,220085701,1,,,,,,
2200858,220085800,1,,,,,,
2200858,220085801,1,,,,,,
2200858,220085802,1,,,,,,
2200859,220085900,1,,,,,,
2200860,220086000,1,,,,,,
2200861,220086100,1,,,,,,
2200862,220086200,1,,,,,,
2200863,220086300,1,,1,,,,
2200864,220086400,1,,,,,,
2200865,220086500,1,,,,,,
2200866,220086600,1,,,,,,
2200866,220086602,1,,,,,,
2200867,220086700,,,1,,,,
2200867,220086701,,,1,,,,
2200867,220086702,,,1,,,,
2200867,220086703,,,1,,,,
2200867,220086704,,,1,,,,1
2200868,220086800,1,,,,,,
2200869,220086900,1,,,,,,
2200870,220087000,1,,,,,,
2200872,220087200,1,,,,,,
2200873,220087300,1,,,,,,
2200874,220087400,1,,,,,1,
2200874,220087401,1,,,,,1,
2200875,220087500,1,,,,,,
2200876,220087600,1,,,,,,
2200876,220087601,1,,,,,,
2200878,220087800,1,,,,,,
2200879,220087900,1,,,,,,
2200880,220088000,1,,,,,,
2200881,220088100,1,,,,,,
2200882,220088200,1,,,,,,
2200884,220088400,1,,,,,,
2200884,220088401,1,,,,,,
2200885,220088500,1,,,,,,
2200886,220088600,1,,,,,,
2200887,220088700,1,,,,,,
2200888,220088800,1,,,,,,
2200889,220088900,1,,,,,,
2200890,220089000,1,,,,,,
2200891,220089100,1,,,,,,
2200892,220089200,1,,,,,,
2200893,220089300,,1,,,,,
2200894,220089400,1,,,,,,
2200895,220089500,1,,,,,,
2200896,220089600,1,,,,,,
2200897,220089700,1,,1,,,,
2200898,220089800,1,,,,,,
2200899,220089900,1,,,,,,
2200899,220089901,1,,,,,,
2200899,220089902,1,,,,,,
2200899,220089903,1,,,,,,
2200899,220089904,1,,,,,,
2200899,220089905,1,,,,,,
2200899,220089907,1,,,,,,
2200899,220089908,1,,,,,,
2200899,220089909,1,,,,,,
2200900,220090000,1,,,,,,
2200901,220090100,1,,,,,,
2200901,220090101,1,,,,,,
2200902,220090200,1,,,,,,
2200903,220090300,1,,,,,,
2200904,220090400,1,,,,,,
2200905,220090500,1,,,,,,
2200906,220090600,1,,,,,,
2200907,220090700,1,,,,,,
2200908,220090800,1,,,,,,
2200909,220090900,1,,1,,,,
2200910,220091000,1,,,,,,
2200911,220091100,1,,,,,,
2200912,220091200,1,,,,,,
2200912,220091201,1,,,,,,
2200912,220091202,1,,,,,,
2200913,220091300,1,,,,,,
2200913,220091301,1,,,,,,
2200914,220091400,1,,,1,,,
2200915,220091500,1,,,,,,
2200916,220091600,1,,,,,,
2200916,220091601,1,,,,,,
2200917,220091700,1,,,,,,
2200918,220091800,1,,,,,,
2200918,220091801,1,,,,,,
2200919,220091900,1,,,,,,
2200920,220092000,1,,,,,,
2200921,220092100,1,,1,,,,
2200921,220092101,1,,,,,,
2200922,220092200,1,,,,,,
2200922,220092201,1,,,,,,
2200923,220092300,1,,,,,,
2200924,220092400,1,,,,,,
2200926,220092600,,,1,,,,
2200926,220092601,,,1,,,,
2200927,220092700,1,,,,,,
2200928,220092800,1,,,,,,
2200929,220092900,1,,,,,,
2200930,220093000,1,,,,,,
2200931,220093100,1,,,,,,
2200932,220093200,1,,,,,,
2200933,220093300,1,,,,,,
2200934,220093400,1,,,,,,
2200935,220093500,1,,,,,,
2200937,220093700,1,,,,,,
2200938,220093800,1,,,,,,
2200939,220093900,1,,,,,,
2200942,220094200,1,,,,,,
2200943,220094300,1,,,,,,
2200945,220094500,1,,,,,,
2200946,220094600,1,,,,,,
2200947,220094700,1,,,,,,
2200948,220094800,1,,,,,,
2200949,220094900,1,,,,,,
2200950,220095000,1,,,,,,
2200951,220095100,1,,,,,,
2200952,220095200,,,1,,,,
2200953,220095300,1,,,,,,
2200954,220095400,1,,,,,,
2200955,220095500,1,,,,,,
2200955,220095501,1,,,,,,
2200956,220095600,1,,,,,,
2200957,220095700,1,,,,,,
2200958,220095800,1,,,,,,
2200959,220095900,1,,,,,,
2200961,220096100,,,1,,,,
2200961,220096101,,,1,,,,
2200961,220096102,,,1,,,,
2200961,220096105,,,1,,,,
2200961,220096106,,,1,,,,
2200961,220096107,,,1,,,,
2200961,220096108,,,1,,,,
2200962,220096200,1,,,,,,
2200962,220096202,1,,,,,,
2200963,220096300,1,,,,,,
2200964,220096400,1,,,,,,
2200965,220096500,1,,1,,,,
2200966,220096600,1,,,,,,
2200967,220096700,,,1,,,,
2200967,220096701,,,1,,,,
2200967,220096702,,,1,,,,
2200967,220096703,,,1,,,,
2200968,220096800,1,,,,,,
2200969,220096900,1,,,,,,
2200970,220097000,1,,,,,,
2200971,220097100,,1,,,,,
2200972,220097200,1,,,,,,
2200973,220097300,1,,,,,,
2200974,220097400,1,,1,,,,
2200975,220097500,,,1,,,,
2200975,220097501,,,1,,,,
2200975,220097503,,,1,,,,
2200975,220097506,,,1,,,,
2200976,220097600,1,,,,,,
2200977,220097700,1,,,,,,
2200978,220097800,1,,,,,,
2200979,220097900,1,,,,,,
2200981,220098100,1,,,,,,
2200981,220098101,1,,,,,,
2200982,220098200,1,,,,,,
2200982,220098201,1,,,,,,
2200982,220098202,1,,,,,,
2200983,220098300,1,,,,,,
2200984,220098400,1,,,,,,
2200984,220098401,1,,,,,,
2200989,220098900,1,,,,,,
2200990,220099000,1,,1,,,,
2200991,220099100,1,,1,,,,
2200992,220099200,1,,1,,,,
2200992,220099201,1,,,,,,
2200993,220099300,1,,1,,,,
2200995,220099500,,,1,,,,
2200995,220099501,,,1,,,,
2200995,220099502,,,1,,,,
2200995,220099503,,,1,,,,
2200996,220099600,1,,,,,,
2200997,220099700,1,,,,,,
2200999,220099900,1,,,,,,
2201001,220100100,1,,,,,,
2201002,220100200,,1,,,,,
2201003,220100300,1,,,,,,
2201005,220100500,1,,,,,,
2201006,220100600,1,,,,,,
2201007,220100700,1,,,,,,
2201008,220100800,1,,1,,,,
2201009,220100900,1,,,,,,
2201010,220101000,,,1,,,,
2201010,220101001,,,1,,,,
2201010,220101003,,,1,,,,
2201010,220101004,,,1,,,,
2201010,220101005,,,1,,,,
2201010,220101006,,,1,,,,
2201010,220101008,,,1,,,,
2201011,220101100,1,,,,,,
2201012,220101200,1,,,,,,
2201013,220101300,1,,,,,,
2201014,220101400,1,,,,,,
2201015,220101500,1,,,,,,
2201015,220101501,1,,,,,,
2201016,220101600,1,,,,,,1
2201016,220101601,1,,,,,,
2201017,220101700,1,,,,,,
2201018,220101800,1,,,,,,
2201019,220101900,1,,1,,,,
2201020,220102000,1,,,,,,
2201021,220102100,1,,,,,,
2201022,220102200,1,,,,,,
2201022,220102201,1,,,,,,
2201023,220102300,1,,,,,,
2201024,220102400,1,,1,,,,
2201025,220102500,1,,1,,,,
2201026,220102600,1,,,,,,
2201027,220102700,1,1,1,,,,
2201028,220102800,1,,1,,,,
2201028,220102802,1,,,,,,
2201029,220102900,1,,1,,,,
2201030,220103000,1,,,,,,
2201031,220103100,,,1,,,,
2201031,220103101,,,1,,,,
2201031,220103103,,,1,,,,
2201031,220103104,,,1,,,,
2201031,220103109,,,1,,,,
2201031,220103110,,,1,,,,
2201031,220103111,,,1,,,,
2201031,220103112,,,1,,,,
2201031,220103113,,,1,,,,
2201032,220103200,1,,,,,,
2201033,220103300,1,,,,,,
2201034,220103400,1,,,,,,
2201035,220103500,1,,,,,,
2201036,220103600,1,,1,,,,
2201037,220103700,1,,1,,,,
2201037,220103701,1,,,,,,
2201037,220103702,1,,,,,,
2201038,220103800,1,,,,,,
2201039,220103900,1,,,,,,
2201039,220103901,1,,,,,,
2201040,220104000,1,,,,,,
2201042,220104200,1,,,,,,
2201043,220104300,1,,,,,,
2201043,220104302,1,,,,,,
2201045,220104500,1,,1,,,,
2201047,220104700,1,,1,,,,
2201048,220104800,1,,1,,,,
2201048,220104802,1,,,,,,
2201049,220104900,1,,,,,,
2201050,220105000,1,,,,,,
2201050,220105001,1,,,,,1,
2201051,220105100,1,,1,,,,
2201051,220105101,1,,,,,,
2201052,220105200,1,,1,,,,
2201053,220105300,1,,,,,,
2201055,220105500,1,,1,,,,
2201056,220105600,1,,,,,,
2201056,220105601,1,,,,,,
2201057,220105700,1,,,,,,
2201057,220105701,1,,,,,,
2201058,220105800,1,,,,,,
2201059,220105900,1,,,,,,
2201059,220105901,1,,,,,,
2201059,220105902,1,,,,,,
2201060,220106000,1,,,,,,
2201060,220106001,1,,,,,1,
2201060,220106002,1,,,,,1,
2201061,220106100,,,1,,,,
2201061,220106101,,,1,,,,
2201062,220106200,1,,1,,,1,
2201063,220106300,1,,,,,,
2201064,220106400,1,,1,,,,
2201065,220106500,1,,,,,,
2201066,220106600,1,,,,,,
2201066,220106601,1,,,,,,
2201067,220106700,1,,,,,,
2201068,220106800,1,,,,,,
2201069,220106900,1,,,,,,
2201070,220107000,1,,,,,,
2201070,220107001,1,,,,,,
2201072,220107200,1,,,,,,
2201073,220107300,1,,,,,,
2201074,220107400,1,,,,,,
2201075,220107500,1,,,,,,
2201076,220107600,1,,,,,,
2201077,220107700,1,,,,,,
2201077,220107701,1,,,,,,
2201077,220107704,1,,,,,,
2201078,220107800,1,,,,,,
2201079,220107900,1,,,,,,
2201080,220108000,1,,,,,,
2201080,220108001,1,,,,,,
2201080,220108002,1,,,,,,
2201081,220108100,1,,,,,,
2201082,220108200,,,1,,,,
2201083,220108300,,,1,,,,
2201083,220108301,,,1,,,,
2201083,220108302,,,1,,,,
2201083,220108304,,,1,,,,
2201084,220108400,1,,,,,,
2201085,220108500,1,,,,,,
2201086,220108600,1,,,,,,
2201087,220108700,1,,,,,,
2201088,220108800,1,,,,,,
2201089,220108900,1,,,,,,
2201090,220109000,1,,,,,,
2201091,220109100,1,,,,,,
2201091,220109101,1,,,,,,
2201092,220109200,1,,,,,,
2201093,220109300,1,,,,,,
2201094,220109400,1,,,,,,
2201095,220109500,,,1,,,,
2201095,220109502,,,1,,,,
2201095,220109504,,,1,,,,
2201096,220109600,1,,,,,,
2201097,220109700,1,,,,,,
2201098,220109800,1,,,,,,
2201098,220109801,1,,,,,,
2201099,220109900,1,,,,,,
2201100,220110000,,1,,,,,
2201101,220110100,1,,,,,,
2201102,220110200,1,,,,,,
2201103,220110300,1,,,,,,
2201104,220110400,1,,,,,,
2201104,220110401,1,,,,,,
2201105,220110500,1,,,,,,
2201106,220110600,1,,,,,,
2201106,220110601,1,,,,,,
2201107,220110700,1,,,,,,
2201108,220110800,1,,1,,,,
2201110,220111000,1,,,,,,
2201111,220111100,1,,,,,,
2201111,220111101,1,,,,,,
2201112,220111200,1,,1,,,,
2201112,220111201,1,,,,,,
2201113,220111300,1,,1,,,,
2201113,220111301,1,,,,,,
2201114,220111400,1,,,,,,
2201115,220111500,1,,,,,,
2201116,220111600,1,,,,,,
2201116,220111602,1,,,,,,
2201117,220111700,1,,,,,,
2201118,220111800,1,,,,,,
2201119,220111900,1,,,,,,
2201121,220112100,1,,,,,,
2201123,220112300,1,,,,,,
2201123,220112301,1,,,,,,
2201123,220112302,1,,,,,,
2201124,220112400,1,,,,,,
2201125,220112500,1,,,,,,
2201126,220112600,1,,,,,,
2201128,220112800,1,,,,,,
2201129,220112900,1,,,,,,
2201130,220113000,1,,,,,,
2201131,220113100,1,,,,,,
2201133,220113300,1,,,,,,
2201134,220113400,1,,,,,,
2201135,220113500,1,,,,,,
2201135,220113501,1,,,,,,
2201135,220113502,1,,,,,,
2201135,220113503,1,,,,,,
2201135,220113504,1,,,,,,
2201136,220113600,1,,,,,,
2201138,220113800,1,,,,,,
2201139,220113900,1,,,,,,
2201139,220113901,1,,,,,,
2201140,220114000,1,,,,,,
2201141,220114100,1,,,,,,
2201142,220114200,1,,,,,,
2201143,220114300,1,,,,,,
2201144,220114400,1,,,,,,
2201145,220114500,1,,,,,,
2201146,220114600,1,,,,,,
2201147,220114700,1,,,,,,
2201148,220114800,,,1,,,,
2201148,220114801,,,1,,,,
2201148,220114804,,,1,,,,
2201148,220114806,,,1,,,,
2201148,220114807,,,1,,,,
2201149,220114900,,1,,,,,
2201149,220114902,,1,,,,,
2201150,220115000,,,1,,,,
2201150,220115001,,,1,,,,
2201150,220115002,,,1,,,,
2201150,220115003,,,1,,,,
2201151,220115100,1,,,,,,
2201152,220115200,1,,,,,,
2201153,220115300,1,,,,,,
2201154,220115400,1,,,,,,
2201155,220115500,1,,,,,,
2201156,220115600,,,1,,,,
2201156,220115601,,,1,,,,
2201156,220115603,,,1,,,,
2201156,220115604,,,1,,,,
2201156,220115605,,,1,,,,
2201157,220115700,1,,,,,,
2201157,220115701,1,,,,,,
2201158,220115800,1,,,,,,
2201159,220115900,1,,,,,,
2201160,220116000,1,,,,,,
2201161,220116100,1,,1,,,,
2201161,220116101,1,,,,,,
2201162,220116200,1,,,,,,
2201164,220116400,1,,,,,,
2201166,220116600,1,,,,,,
2201167,220116700,1,,1,,,,
2201168,220116800,1,,,,,,
2201169,220116900,1,,,1,,,
2201169,220116901,1,,,,,,
2201170,220117000,1,,,,,,
2201171,220117100,,1,,,,,
2201172,220117200,1,,,,,,
2201173,220117300,1,,,,,,
2201174,220117400,1,,,,,,
2201175,220117500,1,,,,,,
2201176,220117600,1,,,,,,
2201177,220117700,1,,,,,,
2201178,220117800,1,,,,,,
2201179,220117900,1,,,,,,
2201180,220118000,,,1,,,,
2201180,220118001,,,1,,,,
2201181,220118100,1,,,,,,
2201182,220118200,1,,1,,,,
2201183,220118300,1,,,,,,
2201184,220118400,1,,,,,,
2201184,220118401,1,,,,,,
2201185,220118500,1,,,,,,
2201186,220118600,1,,,,,,
2201187,220118700,1,,1,,,,
2201188,220118800,1,,,,,,
2201189,220118900,1,,1,,,,
2201190,220119000,1,,1,,,,
2201191,220119100,1,,,,,,
2201193,220119300,1,,,,,,
2201194,220119400,1,,,,,,
2201195,220119500,1,,,,,,
2201196,220119600,1,,,,,,
2201196,220119602,1,,,,,,
2201197,220119700,1,,,,,,
2201198,220119800,1,,,,,,
2201198,220119801,1,,,,,,
2201198,220119802,1,,,,,,
2201199,220119900,1,,,,,,
2201200,220120000,1,,,,,,
2201201,220120100,1,,1,,,,
2201202,220120200,1,,,,,1,
2201204,220120400,1,,,,,,
2201205,220120500,1,,,,,,
2201206,220120600,1,,,,,,
2201206,220120601,1,,,,,,
2201207,220120700,1,,,,,1,
2201209,220120900,1,,,,,,
2201210,220121000,1,,,,,,
2201211,220121100,1,,,,,,
2201212,220121200,1,,,,,,
2201214,220121400,,,1,,,,
2201214,220121401,,,1,,,,
2201214,220121404,,,1,,,,
2201214,220121406,,,1,,,,
2201214,220121407,,,1,,,,
2201214,220121409,,,1,,,,
2201215,220121500,1,,,,,,
2201216,220121600,1,,,,,,
2201216,220121601,1,,,,,,
2201216,220121602,1,,,,,,
2201217,220121700,1,,,,,,
2201218,220121800,1,,,,,,
2201218,220121801,1,,,,,,
2201219,220121900,1,,1,,,1,
2201219,220121901,1,,,,,,
2201220,220122000,1,,,,,,
2201221,220122100,1,,1,,,,
2201222,220122200,1,,,,,,
2201223,220122300,1,,,,,,
2201224,220122400,1,,,,,,
2201225,220122500,1,,,,,,
2201226,220122600,1,,,,,,
2201226,220122601,1,,,,,,
2201226,220122602,1,,,,,,
2201228,220122800,1,,,,,,
2201229,220122900,1,,,,,1,
2201230,220123000,1,,,,,1,
2201231,220123100,1,,,,,1,
2201232,220123200,1,,,,,1,
2201234,220123400,1,,,,,,
2201235,220123500,1,,,,,,
2201236,220123600,1,,1,,,,
2201237,220123700,1,,,,,,
2201238,220123800,1,,1,,,,
2201239,220123900,1,,,,,,
2201239,220123901,1,,,,,,
2201241,220124100,1,,,,,,
2201241,220124101,1,,,,,,
2201241,220124102,1,,,,,,
2201243,220124300,1,,,,,,
2201244,220124400,1,,1,,,,
2201245,220124500,1,,1,,,,
2201246,220124600,1,,,,,,
2201246,220124601,1,,,,,,
2201247,220124700,1,,,,,,
2201247,220124701,1,,,,,,
2201249,220124900,,,1,,,,
2201249,220124901,,,1,,,,
2201250,220125000,,,1,,,,
2201250,220125001,,,1,,,,1
2201251,220125100,1,,,,,,
2201251,220125101,1,,,,,,
2201252,220125200,1,,,,,,
2201252,220125201,1,,,,,,
2201254,220125400,1,,,,,1,
2201255,220125500,1,,,,,1,
2201255,220125501,1,,,,,1,
2201255,220125502,1,,,,,1,
2201256,220125600,1,1,,,,,
2201257,220125700,1,,,,,,
2201258,220125800,1,,1,,,,
2201259,220125900,,,1,,,,
2201261,220126100,1,,,,,1,
2201261,220126101,1,,,,,1,
2201262,220126200,1,,,,,,
2201263,220126300,1,,,,,,
2201264,220126400,1,,1,,,,
2201265,220126500,1,,,,,,
2201265,220126501,1,,,,,,
2201266,220126600,1,,,,,,
2201266,220126601,1,,,,,,
2201267,220126700,1,,1,,,1,
2201268,220126800,1,,,,,,
2201268,220126801,1,,,,,,
2201269,220126900,1,,,,,,
2201270,220127000,1,,,,,,
2201271,220127100,1,,,,,,
2201272,220127200,1,,,,,,
2201273,220127300,1,,,,,,
2201274,220127400,1,,,,,,
2201275,220127500,1,,,,,,
2201276,220127600,1,,,,,,
2201277,220127700,1,,,,,,
2201279,220127900,1,,,,,,
2201280,220128000,1,,,,,,
2201281,220128100,1,,,,,,
2201282,220128200,1,,,,,,
2201282,220128201,1,,,,,,
2201283,220128300,,,1,,,,
2201284,220128400,1,,,,,,
2201285,220128500,1,,,,,,
2201286,220128600,1,,,,,,
2201287,220128700,1,,,,,,
